  7.3136046E-15  1.1940654E-06  1.9539912E-02  4.2275843E+04
  1.4627209E-14  2.3881308E-06  1.9539912E-02  4.2275843E+04
  2.1940812E-14  3.5821960E-06  1.9539912E-02  4.2275843E+04
  5.4102894E-14  8.8331812E-06  1.9539912E-02  4.2275843E+04
  8.6264976E-14  1.4084166E-05  1.9539912E-02  4.2275843E+04
  1.1842705E-13  1.9335151E-05  1.9539912E-02  4.2275843E+04
  1.5058913E-13  2.4586136E-05  1.9539912E-02  4.2275843E+04
  2.6294898E-13  4.2930717E-05  1.9539913E-02  4.2275843E+04
  3.7530882E-13  6.1275295E-05  1.9539913E-02  4.2275843E+04
  4.8766865E-13  7.9619874E-05  1.9539914E-02  4.2275844E+04
  6.0002849E-13  9.7964452E-05  1.9539914E-02  4.2275844E+04
  8.7988670E-13  1.4365588E-04  1.9539915E-02  4.2275844E+04
  1.1597449E-12  1.8934729E-04  1.9539916E-02  4.2275845E+04
  1.4396030E-12  2.3503871E-04  1.9539917E-02  4.2275845E+04
  1.7194613E-12  2.8073014E-04  1.9539919E-02  4.2275846E+04
  1.9993194E-12  3.2642155E-04  1.9539920E-02  4.2275846E+04
  2.5474033E-12  4.1590520E-04  1.9539921E-02  4.2275847E+04
  3.0954870E-12  5.0538882E-04  1.9539924E-02  4.2275848E+04
  3.6435709E-12  5.9487247E-04  1.9539926E-02  4.2275849E+04
  4.1916548E-12  6.8435612E-04  1.9539929E-02  4.2275850E+04
  4.7397387E-12  7.7383976E-04  1.9539931E-02  4.2275852E+04
  5.2878222E-12  8.6332334E-04  1.9539934E-02  4.2275853E+04
  6.1990093E-12  1.0120895E-03  1.9539936E-02  4.2275854E+04
  7.1101960E-12  1.1608556E-03  1.9539941E-02  4.2275856E+04
  8.0213832E-12  1.3096218E-03  1.9539945E-02  4.2275858E+04
  8.9325695E-12  1.4583879E-03  1.9539949E-02  4.2275860E+04
  9.8437567E-12  1.6071541E-03  1.9539953E-02  4.2275862E+04
  1.0754944E-11  1.7559203E-03  1.9539958E-02  4.2275863E+04
  1.1666131E-11  1.9046865E-03  1.9539962E-02  4.2275865E+04
  1.2940790E-11  2.1127954E-03  1.9539966E-02  4.2275867E+04
  1.4215450E-11  2.3209044E-03  1.9539972E-02  4.2275870E+04
  1.5490110E-11  2.5290135E-03  1.9539978E-02  4.2275873E+04
  1.6764769E-11  2.7371224E-03  1.9539984E-02  4.2275875E+04
  1.8039430E-11  2.9452316E-03  1.9539990E-02  4.2275878E+04
  1.9314089E-11  3.1533405E-03  1.9539996E-02  4.2275881E+04
  2.0588748E-11  3.3614494E-03  1.9540002E-02  4.2275883E+04
  2.1989660E-11  3.5901712E-03  1.9540008E-02  4.2275886E+04
  2.3390574E-11  3.8188932E-03  1.9540015E-02  4.2275889E+04
  2.4791485E-11  4.0476150E-03  1.9540021E-02  4.2275892E+04
  2.6192397E-11  4.2763367E-03  1.9540028E-02  4.2275895E+04
