  4.9970739E-02  2.9241930E-05  1.9189686E-08  1.4122165E-11  1.1654839E-14  1.0786540E-17  1.1195142E-20  1.3030086E-23  1.7007452E-26  2.4894232E-29  4.0863211E-32  7.5220779E-35  1.5527875E-37  3.5946823E-40  9.3320672E-43  2.7168570E-45  8.8700748E-48  3.2475763E-50  1.3334078E-52  6.1395739E-55  3.1701881E-57  1.8357072E-59  1.1920469E-61  8.6807027E-64  7.0890490E-66  6.4922114E-68  6.6675903E-70  7.6791175E-72  9.9181509E-74  1.4365531E-75  2.3333442E-77  4.2502350E-79  8.6819772E-81  1.9887972E-82  5.1090405E-84  1.4718188E-85
  4.9970738E-02  2.9241837E-05  1.9189565E-08  1.4122033E-11  1.1654695E-14  1.0786376E-17  1.1194942E-20  1.3030624E-23  1.7975109E-26  1.1902393E-27  1.4038031E-27  1.6896423E-27  2.0302833E-27  2.4339498E-27  2.9099543E-27  3.4687033E-27  4.1217389E-27  4.8817667E-27  5.7626674E-27  6.7794856E-27  7.9483908E-27  9.2866007E-27  1.0812263E-26  1.2544276E-26  1.4502040E-26  1.6705127E-26  1.9172844E-26  2.1923687E-26  2.4974601E-26  2.8340159E-26  3.2031500E-26  3.6055052E-26  4.0411186E-26  4.5092644E-26  5.0082861E-26  5.5350003E-26
  4.9970737E-02  2.9241744E-05  1.9189444E-08  1.4121901E-11  1.1654552E-14  1.0786212E-17  1.1194743E-20  1.3032484E-23  2.0385697E-26  3.9757687E-27  4.6660577E-27  5.5421288E-27  6.6006638E-27  7.8663836E-27  9.3677470E-27  1.1136975E-26  1.3210125E-26  1.5627128E-26  1.8431783E-26  2.1671684E-26  2.5398064E-26  2.9665492E-26  3.4531494E-26  4.0055883E-26  4.6299901E-26  5.3325081E-26  6.1191706E-26  6.9956898E-26  7.9672024E-26  9.0379791E-26  1.0211051E-25  1.1487760E-25  1.2867286E-25  1.4346105E-25  1.5917414E-25  1.7568974E-25
  4.9970736E-02  2.9241651E-05  1.9189323E-08  1.4121769E-11  1.1654408E-14  1.0786048E-17  1.1194545E-20  1.3036394E-23  2.4976146E-26  9.1608985E-27  1.0639789E-26  1.2515807E-26  1.4808499E-26  1.7569841E-26  2.0860626E-26  2.4750443E-26  2.9317724E-26  3.4649749E-26  4.0842556E-26  4.8000727E-26  5.6236968E-26  6.5671377E-26  7.6430590E-26  8.8646129E-26  1.0245244E-25  1.1798421E-25  1.3537278E-25  1.5474159E-25  1.7620021E-25  1.9983740E-25  2.2571234E-25  2.5384417E-25  2.8420091E-25  3.1668685E-25  3.5112962E-25  3.8722886E-25
  4.9970733E-02  2.9241242E-05  1.9188791E-08  1.4121188E-11  1.1653777E-14  1.0785328E-17  1.1193879E-20  1.3248574E-23  2.4381567E-25  2.4272880E-25  2.6816843E-25  3.0353136E-25  3.4945783E-25  4.0682152E-25  4.7675005E-25  5.6061087E-25  6.6000023E-25  7.7673209E-25  9.1282455E-25  1.0704823E-24  1.2520719E-24  1.4600818E-24  1.6970809E-24  1.9656327E-24  2.2681993E-24  2.6070012E-24  2.9838363E-24  3.3998451E-24  3.8552138E-24  4.3488358E-24  4.8779258E-24  5.4376200E-24  6.0206491E-24  6.6171267E-24  7.2145609E-24  7.7957437E-24
  4.9970729E-02  2.9240833E-05  1.9188260E-08  1.4120607E-11  1.1653145E-14  1.0784609E-17  1.1193590E-20  1.3796226E-23  7.7218936E-25  7.7426130E-25  8.2508722E-25  9.0753415E-25  1.0226267E-24  1.1720906E-24  1.3585077E-24  1.5852443E-24  1.8563924E-24  2.1767169E-24  2.5515996E-24  2.9869725E-24  3.4892316E-24  4.0651051E-24  4.7215276E-24  5.4653607E-24  6.3030908E-24  7.2404004E-24  8.2815967E-24  9.4288888E-24  1.0681482E-23  1.2034544E-23  1.3478064E-23  1.4995716E-23  1.6563996E-23  1.8151797E-23  1.9720783E-23  2.1219222E-23
  4.9970726E-02  2.9240424E-05  1.9187728E-08  1.4120026E-11  1.1652514E-14  1.0783890E-17  1.1193897E-20  1.4864745E-23  1.7717357E-24  1.7495358E-24  1.8180792E-24  1.9580748E-24  2.1702345E-24  2.4568390E-24  2.8221750E-24  3.2723306E-24  3.8150290E-24  4.4594824E-24  5.2162449E-24  6.0970496E-24  7.1146034E-24  8.2822821E-24  9.6138667E-24  1.1122900E-23  1.2822031E-23  1.4722069E-23  1.6830727E-23  1.9151097E-23  2.1679579E-23  2.4403787E-23  2.7300085E-23  3.0331300E-23  3.3445106E-23  3.6573505E-23  3.9634190E-23  4.2517603E-23
  4.9970722E-02  2.9240016E-05  1.9187196E-08  1.4119445E-11  1.1651883E-14  1.0783172E-17  1.1195061E-20  1.6672805E-23  3.4308264E-24  3.3359204E-24  3.4013900E-24  3.6031238E-24  3.9401998E-24  4.4146867E-24  5.0325802E-24  5.8033507E-24  6.7395802E-24  7.8566447E-24  9.1724084E-24  1.0706891E-23  1.2481868E-23  1.4520275E-23  1.6845739E-23  1.9481336E-23  2.2448377E-23  2.5764652E-23  2.9442102E-23  3.3483956E-23  3.7881020E-23  4.2607783E-23  4.7618054E-23  5.2840991E-23  5.8178561E-23  6.3505188E-23  6.8671057E-23  7.3479252E-23
  4.9970710E-02  2.9238587E-05  1.9185339E-08  1.4117416E-11  1.1649678E-14  1.0780715E-17  1.1240616E-20  5.8030330E-23  3.9597990E-23  3.6070523E-23  3.4217862E-23  3.3840164E-23  3.4837127E-23  3.7141308E-23  4.0731434E-23  4.5624988E-23  5.1872108E-23  5.9550250E-23  6.8759012E-23  7.9614749E-23  9.2243967E-23  1.0677397E-22  1.2332615E-22  1.4199555E-22  1.6283485E-22  1.8582893E-22  2.1086508E-22  2.3769981E-22  2.6592584E-22  2.9494781E-22  3.2397511E-22  3.5204457E-22  3.7808096E-22  4.0099501E-22  4.1980396E-22  4.3343186E-22
  4.9970698E-02  2.9237159E-05  1.9183482E-08  1.4115387E-11  1.1647473E-14  1.0778339E-17  1.1351995E-20  1.5358938E-22  1.2115298E-22  1.0767866E-22  9.9290295E-23  9.5307625E-23  9.5330494E-23  9.9057790E-23  1.0633073E-22  1.1710806E-22  1.3144594E-22  1.4948032E-22  1.7141056E-22  1.9748258E-22  2.2796923E-22  2.6314271E-22  3.0325503E-22  3.4848149E-22  3.9887345E-22  4.5428943E-22  5.1431446E-22  5.7817298E-22  6.4464806E-22  7.1203145E-22  7.7813053E-22  8.4036427E-22  8.9596606E-22  9.4227384E-22  9.7707097E-22  9.9804512E-22
