  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  2.2553626E-15  1.5738538E-15  1.1090858E-15  7.9095319E-16  5.7231342E-16  4.2140803E-16  3.1164628E-16  2.2714526E-16  1.6722209E-16  1.2401097E-16  9.3085359E-17  6.9170577E-17  4.9987934E-17  3.6353290E-17  2.6598140E-17  1.9576049E-17  1.4491981E-17  1.0791961E-17  8.0857255E-18  6.0924083E-18  4.6165353E-18  3.5199838E-18  2.6993900E-18  2.0818915E-18  1.6148494E-18  1.2598041E-18  9.8852347E-19  7.8036681E-19  6.1964854E-19  4.9513448E-19  3.9805431E-19  3.2189553E-19  2.6184752E-19  2.1426147E-19  1.7635843E-19  1.4606796E-19  1.2173032E-19  1.0203038E-19  8.5994284E-20
  6.4989868E-15  4.5351741E-15  3.1959151E-15  2.2791959E-15  1.6491721E-15  1.2143291E-15  8.9804264E-16  6.5454495E-16  4.8187054E-16  3.5735330E-16  2.6823786E-16  1.9932443E-16  1.4404691E-16  1.0475677E-16  7.6645963E-17  5.6410851E-17  4.1760419E-17  3.1098308E-17  2.3299920E-17  1.7555900E-17  1.3302961E-17  1.0143083E-17  7.7784109E-18  5.9989808E-18  4.6531066E-18  3.6299621E-18  2.8481926E-18  2.2483186E-18  1.7851401E-18  1.4262840E-18  1.1464775E-18  9.2695414E-19  7.5385143E-19  6.1665506E-19  5.0735746E-19  4.1999252E-19  3.4977811E-19  2.9292584E-19  2.4662845E-19
  1.2650048E-14  8.8275621E-15  6.2207481E-15  4.4363922E-15  3.2100776E-15  2.3636746E-15  1.7480336E-15  1.2740696E-15  9.3796163E-16  6.9559035E-16  5.2212796E-16  3.8798766E-16  2.8038894E-16  2.0391005E-16  1.4919196E-16  1.0980404E-16  8.1286782E-17  6.0532847E-17  4.5353178E-17  3.4172354E-17  2.5893931E-17  1.9743155E-17  1.5140246E-17  1.1676510E-17  9.0566866E-18  7.0650512E-18  5.5432458E-18  4.3754924E-18  3.4738087E-18  2.7751792E-18  2.2304104E-18  1.8029730E-18  1.4658841E-18  1.1986775E-18  9.8576727E-19  8.1554044E-19  6.7868986E-19  5.6784405E-19  4.7753636E-19
  8.2755736E-14  5.7750064E-14  4.0697231E-14  2.9024775E-14  2.1002868E-14  1.5466172E-14  1.1438628E-14  8.3374571E-15  6.1382494E-15  4.5523203E-15  3.4172538E-15  2.5393788E-15  1.8351106E-15  1.3345421E-15  9.7640862E-16  7.1861428E-16  5.3196947E-16  3.9613541E-16  2.9678421E-16  2.2360427E-16  1.6941935E-16  1.2915856E-16  9.9027363E-17  7.6350888E-17  5.9196666E-17  4.6152788E-17  3.6182812E-17  2.8528965E-17  2.2615442E-17  1.8029789E-17  1.4450131E-17  1.1637537E-17  9.4155782E-18  7.6505516E-18  6.2407765E-18  5.1105777E-18  4.1995234E-18  3.4600136E-18  2.8564383E-18
  1.9008996E-13  1.3265250E-13  9.3482726E-14  6.6671607E-14  4.8245719E-14  3.5528241E-14  2.6276924E-14  1.9153126E-14  1.4101227E-14  1.0458076E-14  7.8506070E-15  5.8338685E-15  4.2158837E-15  3.0658866E-15  2.2431221E-15  1.6508752E-15  1.2220853E-15  9.1002587E-16  6.8178013E-16  5.1365831E-16  3.8917398E-16  2.9667740E-16  2.2745124E-16  1.7535035E-16  1.3593520E-16  1.0596212E-16  8.3050053E-17  6.5458122E-17  5.1863541E-17  4.1318763E-17  3.3084434E-17  2.6611793E-17  2.1495704E-17  1.7429253E-17  1.4179161E-17  1.1571894E-17  9.4690399E-18  7.7617621E-18  6.3684005E-18
  3.3382785E-13  2.3295951E-13  1.6417210E-13  1.1708834E-13  8.4730224E-14  6.2396807E-14  4.6149969E-14  3.3638853E-14  2.4766453E-14  1.8368103E-14  1.3788648E-14  1.0246551E-14  7.4046984E-15  5.3848383E-15  3.9397382E-15  2.8995210E-15  2.1463989E-15  1.5983013E-15  1.1974123E-15  9.0212312E-16  6.8347698E-16  5.2101234E-16  3.9941827E-16  3.0790157E-16  2.3866466E-16  1.8601043E-16  1.4575685E-16  1.1484628E-16  9.0955454E-17  7.2420150E-17  5.7941951E-17  4.6557279E-17  3.7554870E-17  3.0396079E-17  2.4671700E-17  2.0077462E-17  1.6370929E-17  1.3361722E-17  1.0906655E-17
  5.1354688E-13  3.5837650E-13  2.5255809E-13  1.8012751E-13  1.3035008E-13  9.5993972E-14  7.1000407E-14  5.1752938E-14  3.8103314E-14  2.8259767E-14  2.1214442E-14  1.5764862E-14  1.1392462E-14  8.2847770E-15  6.0614077E-15  4.4609777E-15  3.3022605E-15  2.4589841E-15  1.8421947E-15  1.3878742E-15  1.0514711E-15  8.0150399E-16  6.1441647E-16  4.7360263E-16  3.6706554E-16  2.8603993E-16  2.2409156E-16  1.7651611E-16  1.3973929E-16  1.1120063E-16  8.8902759E-17  7.1363579E-17  5.7489277E-17  4.6451790E-17  3.7622356E-17  3.0533667E-17  2.4813751E-17  2.0170863E-17  1.6385084E-17
  1.6700567E-12  1.1654841E-12  8.2140441E-13  5.8589734E-13  4.2405197E-13  3.1234865E-13  2.3106597E-13  1.6844372E-13  1.2403223E-13  9.2001421E-14  6.9074060E-14  5.1333267E-14  3.7094007E-14  2.6974033E-14  1.9734131E-14  1.4522815E-14  1.0749852E-14  8.0040147E-15  5.9956193E-15  4.5161881E-15  3.4206520E-15  2.6064959E-15  1.9970228E-15  1.5381641E-15  1.1908581E-15  9.2656724E-16  7.2434558E-16  5.6888139E-16  4.4854748E-16  3.5501838E-16  2.8181204E-16  2.2413046E-16  1.7844374E-16  1.4209088E-16  1.1305993E-16  8.9855918E-17  7.1287360E-17  5.6412599E-17  4.4496694E-17
  3.2737366E-12  2.2846858E-12  1.6102424E-12  1.1486242E-12  8.3139570E-13  6.1245054E-13  4.5311243E-13  3.3032887E-13  2.4324922E-13  1.8044205E-13  1.3548340E-13  1.0068906E-13  7.2757230E-14  5.2906381E-14  3.8705279E-14  2.8483376E-14  2.1082822E-14  1.5696947E-14  1.1757508E-14  8.8555597E-15  6.7065514E-15  5.1093952E-15  3.9136598E-15  3.0132935E-15  2.3316809E-15  1.8128503E-15  1.4157226E-15  1.1102716E-15  8.7370370E-16  6.8970210E-16  5.4557583E-16  4.3194282E-16  3.4191113E-16  2.7029497E-16  2.1317908E-16  1.6765110E-16  1.3138471E-16  1.0253133E-16  7.9624694E-17
