  9.4998626E-01  1.3734851E-05  2.2773194E-10  4.3302863E-15  9.4428398E-20  2.3614675E-24  6.7725672E-29  2.2275016E-33  8.4018720E-38  3.6343559E-42  1.8029023E-46  1.0256698E-50  6.6917392E-55  5.0068097E-59  4.2960942E-63  4.2274898E-67  4.7707581E-71  6.1742308E-75  9.1636599E-79  1.5597361E-82  3.0445557E-86  6.8154225E-90  1.7496544E-93  5.1511288E-97  1.7391963-100  6.7342751-104  2.9903245-107  1.5227964-110  8.8932691-114  5.9563070-117  4.5748614-120  4.0297199-123  4.0706881-126  4.7156985-129  6.2649885-132  9.5453221-135  1.6678499-137  3.3420161-140  7.6799110-143  2.0239505-145  6.1170165-148  2.1201404-150  8.4272459-153  3.8414211-155  2.0081913-157  1.2039361-159  8.2772683-162
  9.4881410E-01  6.2734303E-04  7.0378330E-07  2.4310991E-07  2.1418136E-07  1.8892491E-07  1.6624917E-07  1.4550744E-07  1.2618054E-07  1.0785079E-07  9.0177963E-08  7.2879476E-08  5.6998547E-08  4.3759242E-08  3.3180607E-08  2.4920904E-08  1.8567749E-08  1.3735553E-08  1.0092498E-08  7.3646030E-09  5.3366868E-09  3.8389851E-09  2.7390423E-09  1.9357370E-09  1.3525156E-09  9.3213410E-10  6.3197600E-10  4.2028183E-10  2.7327698E-10  1.7553401E-10  1.1002373E-10  6.7271058E-11  4.0177199E-11  2.3509167E-11  1.3535778E-11  7.7077793E-12  4.3633671E-12  2.4672244E-12  1.3989791E-12  7.9797697E-13  4.5896487E-13  2.6665134E-13  1.5669703E-13  9.3232272E-14  5.6209855E-14  3.4361875E-14  2.1212263E-14
  9.4875542E-01  6.6656574E-04  7.8772465E-07  2.6735297E-07  2.3461351E-07  2.0629406E-07  1.8104794E-07  1.5809165E-07  1.3680956E-07  1.1671462E-07  9.7415553E-08  7.8591244E-08  6.1360897E-08  4.7034189E-08  3.5613033E-08  2.6713747E-08  1.9881055E-08  1.4692395E-08  1.0786037E-08  7.8645558E-09  5.6950224E-09  4.0941941E-09  2.9194549E-09  2.0621368E-09  1.4401068E-09  9.9202540E-10  6.7227403E-10  4.4688632E-10  2.9045647E-10  1.8649704E-10  1.1685340E-10  7.1423304E-11  4.2644445E-11  2.4946394E-11  1.4360165E-11  8.1757401E-12  4.6276104E-12  2.6163352E-12  1.4833911E-12  8.4606182E-13  4.8658976E-13  2.8268362E-13  1.6610820E-13  9.8826311E-14  5.9578194E-14  3.6418264E-14  2.2479636E-14
  9.4869493E-01  7.0729211E-04  8.7947764E-07  2.9328891E-07  2.5637483E-07  2.2473273E-07  1.9671668E-07  1.7138626E-07  1.4801689E-07  1.2604414E-07  1.0502028E-07  8.4581916E-08  6.5927807E-08  5.0456911E-08  3.8151430E-08  2.8582286E-08  2.1248302E-08  1.5687598E-08  1.1506803E-08  8.3837811E-09  6.0669529E-09  4.3589504E-09  3.1065327E-09  2.1931538E-09  1.5308647E-09  1.0540615E-09  7.1400263E-10  4.7442767E-10  3.0823645E-10  1.9784056E-10  1.2391864E-10  7.5717893E-11  4.5195806E-11  2.6432393E-11  1.5212378E-11  8.6594549E-12  4.9007485E-12  2.7704486E-12  1.5706292E-12  8.9575251E-13  5.1513265E-13  2.9924886E-13  1.7583195E-13  1.0460474E-13  6.3057923E-14  3.8542515E-14  2.3788756E-14
  9.4863262E-01  7.4953886E-04  9.7956136E-07  3.2098180E-07  2.7950884E-07  2.4427260E-07  2.1327916E-07  1.8540934E-07  1.5981631E-07  1.3584971E-07  1.1299970E-07  9.0856693E-08  7.0702655E-08  5.4029572E-08  4.0797187E-08  3.0527422E-08  2.2670075E-08  1.6721550E-08  1.2255053E-08  8.9224504E-09  6.4525938E-09  4.6333317E-09  3.3003280E-09  2.3288232E-09  1.6248129E-09  1.1182581E-09  7.5717211E-10  5.0291256E-10  3.2662120E-10  2.0956727E-10  1.3122107E-10  8.0155845E-11  4.7831885E-11  2.7967488E-11  1.6092671E-11  9.1590674E-12  5.1828032E-12  2.9295841E-12  1.6607058E-12  9.4705697E-13  5.4460370E-13  3.1635058E-13  1.8587027E-13  1.1057019E-13  6.6649710E-14  4.0734844E-14  2.5140023E-14
  9.4855958E-01  7.9941097E-04  1.1040807E-06  3.5466272E-07  3.0751690E-07  2.6785228E-07  2.3321386E-07  2.0225079E-07  1.7396006E-07  1.4758272E-07  1.2253112E-07  9.8338171E-08  7.6385009E-08  5.8273950E-08  4.3935662E-08  3.2831813E-08  2.4352584E-08  1.7943970E-08  1.3138989E-08  9.5583699E-09  6.9075935E-09  4.9568989E-09  3.5287623E-09  2.4886794E-09  1.7354709E-09  1.1938488E-09  8.0798883E-10  5.3643452E-10  3.4825185E-10  2.2336119E-10  1.3980903E-10  8.5374070E-11  5.0930945E-11  2.9771957E-11  1.7127285E-11  9.7461728E-12  5.5142409E-12  3.1165731E-12  1.7665393E-12  1.0073312E-12  5.7922425E-13  3.3644069E-13  1.9766173E-13  1.1757716E-13  7.0868303E-14  4.3309678E-14  2.6726772E-14
  9.4848413E-01  8.5128964E-04  1.2408766E-06  3.9078825E-07  3.3741581E-07  2.9293992E-07  2.5436704E-07  2.2008184E-07  1.8890558E-07  1.5995841E-07  1.3256676E-07  1.0620046E-07  8.2344888E-08  6.2717698E-08  4.7216453E-08  3.5237489E-08  2.6107053E-08  1.9217445E-08  1.4059091E-08  1.0219849E-08  7.3806005E-09  5.2930987E-09  3.7660084E-09  2.6546357E-09  1.8503105E-09  1.2722705E-09  8.6069340E-10  5.7119260E-10  3.7067475E-10  2.3765703E-10  1.4870764E-10  9.0780032E-11  5.4140942E-11  3.1640754E-11  1.8198628E-11  1.0354068E-11  5.8573731E-12  3.3101446E-12  1.8760860E-12  1.0697180E-12  6.1505775E-13  3.5723058E-13  2.0986357E-13  1.2482773E-13  7.5233554E-14  4.5973739E-14  2.8368236E-14
  9.4840625E-01  9.0519700E-04  1.3908068E-06  4.2945183E-07  3.6926788E-07  3.1958070E-07  2.7677248E-07  2.3892815E-07  2.0467238E-07  1.7299142E-07  1.4311725E-07  1.1445081E-07  8.8586943E-08  6.7363770E-08  5.0641447E-08  3.7745664E-08  2.7934271E-08  2.0542493E-08  1.5015702E-08  1.0907116E-08  7.8717675E-09  5.6420340E-09  4.0121352E-09  2.8267384E-09  1.9693626E-09  1.3535440E-09  9.1529938E-10  6.0719555E-10  3.9389545E-10  2.5245821E-10  1.5791898E-10  9.6374994E-11  5.7462629E-11  3.3574258E-11  1.9306958E-11  1.0982873E-11  6.2122683E-12  3.5103332E-12  1.9893779E-12  1.1342296E-12  6.5210753E-13  3.7872737E-13  2.2247980E-13  1.3232355E-13  7.9746020E-14  4.8727707E-14  3.0064897E-14
  9.4832593E-01  9.6115425E-04  1.5547634E-06  4.7074652E-07  4.0313472E-07  3.4781927E-07  3.0046356E-07  2.5881502E-07  2.2127965E-07  1.8669612E-07  1.5419300E-07  1.2309630E-07  9.5115710E-08  7.2215039E-08  5.4212470E-08  4.0357511E-08  2.9835000E-08  2.1919613E-08  1.6009151E-08  1.1620391E-08  8.3812411E-09  6.0038031E-09  4.2672089E-09  3.0050318E-09  2.0926570E-09  1.4376889E-09  9.7181960E-10  6.4445175E-10  4.1791924E-10  2.6776805E-10  1.6744516E-10  1.0216019E-10  6.0896737E-11  3.5572928E-11  2.0452480E-11  1.1632712E-11  6.5790178E-12  3.7171865E-12  2.1064267E-12  1.2008810E-12  6.9038365E-13  4.0093466E-13  2.3551169E-13  1.4006572E-13  8.4406374E-14  5.1571559E-14  3.1817033E-14
  9.4824314E-01  1.0191818E-03  1.7336737E-06  5.1476514E-07  4.3907741E-07  3.7769980E-07  3.2547327E-07  2.7976746E-07  2.3874638E-07  2.0108671E-07  1.6580431E-07  1.3214389E-07  1.0193563E-07  7.7274310E-08  5.7931306E-08  4.3074175E-08  3.1809982E-08  2.3349291E-08  1.7039759E-08  1.2359885E-08  8.9091632E-09  6.3785009E-09  4.5312930E-09  3.1895586E-09  2.2202222E-09  1.5247242E-09  1.0302666E-09  6.8296922E-10  4.4275132E-10  2.8358987E-10  1.7728814E-10  1.0813683E-10  6.4443948E-11  3.7637158E-11  2.1635459E-11  1.2303730E-11  6.9576774E-12  3.9307411E-12  2.2272637E-12  1.2696813E-12  7.2989232E-13  4.2385493E-13  2.4896114E-13  1.4805637E-13  8.9216193E-14  5.4506345E-14  3.3625049E-14
  9.4815786E-01  1.0792994E-03  1.9285009E-06  5.6160023E-07  4.7715641E-07  4.0926602E-07  3.5183426E-07  3.0181020E-07  2.5709130E-07  2.1617719E-07  1.7796128E-07  1.4160042E-07  1.0905104E-07  8.2544324E-08  6.1799694E-08  4.5896770E-08  3.3859939E-08  2.4831997E-08  1.8107836E-08  1.3125805E-08  9.4556710E-09  6.7662193E-09  4.8044493E-09  3.3803602E-09  2.3520856E-09  1.6146680E-09  1.0906523E-09  7.2275580E-10  4.6839663E-10  2.9992671E-10  1.8744985E-10  1.1430602E-10  6.8104946E-11  3.9767331E-11  2.2856074E-11  1.2996037E-11  7.3483057E-12  4.1510389E-12  2.3519042E-12  1.3406458E-12  7.7064258E-13  4.4749318E-13  2.6283165E-13  1.5629607E-13  9.4175316E-14  5.7532307E-14  3.5489001E-14
  9.4807008E-01  1.1415260E-03  2.1402437E-06  6.1134407E-07  5.1743164E-07  4.4256122E-07  3.7957882E-07  3.2496769E-07  2.7633293E-07  2.3198139E-07  1.9067391E-07  1.5147262E-07  1.1646622E-07  8.8027762E-08  6.5819330E-08  4.8826383E-08  3.5985571E-08  2.6368190E-08  1.9213683E-08  1.3918349E-08  1.0020897E-08  7.1670470E-09  5.0867370E-09  3.5774762E-09  2.4882739E-09  1.7075381E-09  1.1529884E-09  7.6381901E-10  4.9486000E-10  3.1678164E-10  1.9793213E-10  1.2066894E-10  7.1880383E-11  4.1963834E-11  2.4114557E-11  1.3709746E-11  7.7509929E-12  4.3781109E-12  2.4803727E-12  1.4137855E-12  8.1263759E-13  4.7185329E-13  2.7712418E-13  1.6478642E-13  9.9285301E-14  6.0649889E-14  3.7408978E-14
  9.4799229E-01  1.1969387E-03  2.3373843E-06  6.5668442E-07  5.5400207E-07  4.7271918E-07  4.0466025E-07  3.4586818E-07  2.9367406E-07  2.4620520E-07  2.0209956E-07  1.6033186E-07  1.2310992E-07  9.2933700E-08  6.9411242E-08  5.1441554E-08  3.7881403E-08  2.7737299E-08  2.0198640E-08  1.4623884E-08  1.0523845E-08  7.5235736E-09  5.3377415E-09  3.7526966E-09  2.6093033E-09  1.7900521E-09  1.2083620E-09  8.0028911E-10  5.1835954E-10  3.3174636E-10  2.0723756E-10  1.2631675E-10  7.5231095E-11  4.3913026E-11  2.5231250E-11  1.4342979E-11  8.1082443E-12  4.5795491E-12  2.5943297E-12  1.4786571E-12  8.4988389E-13  4.9345883E-13  2.8979944E-13  1.7231552E-13  1.0381622E-13  6.3414063E-14  3.9111713E-14
  9.4791260E-01  1.2539470E-03  2.5485800E-06  7.0431849E-07  5.9228999E-07  5.0422383E-07  4.3081609E-07  3.6763214E-07  3.1170816E-07  2.6097928E-07  2.1395250E-07  1.6950970E-07  1.2998255E-07  9.8002140E-08  7.3118035E-08  5.4137853E-08  3.9834511E-08  2.9146836E-08  2.1212116E-08  1.5349504E-08  1.1040903E-08  7.8899760E-09  5.5956219E-09  3.9326698E-09  2.7335870E-09  1.8747674E-09  1.2652026E-09  8.3771933E-10  5.4247420E-10  3.4710061E-10  2.1678402E-10  1.3211014E-10  7.8667825E-11  4.5912043E-11  2.6376374E-11  1.4992297E-11  8.4745517E-12  4.7860847E-12  2.7111617E-12  1.5451635E-12  8.8806748E-13  5.1560458E-13  3.0279262E-13  1.8003275E-13  1.0846036E-13  6.6247107E-14  4.0856432E-14
  9.4783101E-01  1.3125624E-03  2.7745407E-06  7.5430560E-07  6.3233320E-07  5.3710247E-07  4.5806669E-07  3.9027497E-07  3.3044688E-07  2.7631232E-07  2.2623899E-07  1.7901034E-07  1.3708676E-07  1.0323475E-07  7.6940765E-08  5.6915954E-08  4.1845333E-08  3.0597087E-08  2.2254296E-08  1.6095332E-08  1.1572154E-08  8.2663094E-09  5.8604150E-09  4.1174207E-09  2.8611415E-09  1.9616952E-09  1.3235174E-09  8.7611442E-10  5.6720712E-10  3.6284630E-10  2.2657265E-10  1.3804984E-10  8.2190999E-11  4.7961171E-11  2.7550113E-11  1.5657784E-11  8.8499430E-12  4.9977307E-12  2.8308823E-12  1.6133103E-12  9.2718954E-13  5.3829503E-13  3.1610386E-13  1.8793879E-13  1.1321779E-13  6.9149089E-14  4.2643567E-14
  9.4774751E-01  1.3727953E-03  3.0159933E-06  8.0670410E-07  6.7416852E-07  5.7138158E-07  4.8643177E-07  4.1381155E-07  3.4990146E-07  2.9221267E-07  2.3896501E-07  1.8883776E-07  1.4442504E-07  1.0863306E-07  8.0880402E-08  5.9776472E-08  4.3914260E-08  3.2088304E-08  2.3325346E-08  1.6861478E-08  1.2117669E-08  8.6526210E-09  6.1321522E-09  4.3069699E-09  2.9919807E-09  2.0508446E-09  1.3833126E-09  9.1547834E-10  5.9256081E-10  3.7898502E-10  2.3660448E-10  1.4413651E-10  8.5800979E-11  5.0060602E-11  2.8752558E-11  1.6339509E-11  9.2344673E-12  5.2145097E-12  2.9534936E-12  1.6831019E-12  9.6725498E-13  5.6153156E-13  3.2973466E-13  1.9603411E-13  1.1808883E-13  7.2120201E-14  4.4473157E-14
  9.4766208E-01  1.4346565E-03  3.2736896E-06  8.6157316E-07  7.1783313E-07  6.0708801E-07  5.1593133E-07  4.3825700E-07  3.7008332E-07  3.0868883E-07  2.5213668E-07  1.9899605E-07  1.5199995E-07  1.1419870E-07  8.4937961E-08  6.2720055E-08  4.6041712E-08  3.3620759E-08  2.4425444E-08  1.7648057E-08  1.2677525E-08  9.0489626E-09  6.4108682E-09  4.5013407E-09  3.1261200E-09  2.1422259E-09  1.4445949E-09  9.5581547E-10  6.1853808E-10  3.9551856E-10  2.4688060E-10  1.5037073E-10  8.9498131E-11  5.2210516E-11  2.9983830E-11  1.7037513E-11  9.6281588E-12  5.4364428E-12  3.0790177E-12  1.7545438E-12  1.0082666E-12  5.8531527E-13  3.4368622E-13  2.0431950E-13  1.2307389E-13  7.5160738E-14  4.6345481E-14
  9.4757471E-01  1.4981557E-03  3.5483981E-06  9.1897094E-07  7.6336320E-07  6.4424776E-07  5.4658470E-07  4.6362590E-07  3.9100345E-07  3.2574896E-07  2.6575982E-07  2.0948909E-07  1.5981391E-07  1.1993315E-07  8.9114369E-08  6.5747286E-08  4.8228059E-08  3.5194691E-08  2.5554743E-08  1.8455171E-08  1.3251788E-08  9.4553776E-09  6.6965917E-09  4.7005522E-09  3.2635723E-09  2.2358474E-09  1.5073697E-09  9.9712944E-10  6.4514124E-10  4.1244833E-10  2.5740184E-10  1.5675303E-10  9.3282749E-11  5.4411117E-11  3.1244029E-11  1.7751867E-11  1.0031041E-11  5.6635457E-12  3.2074611E-12  1.8276443E-12  1.0502270E-12  6.0964825E-13  3.5795896E-13  2.1279540E-13  1.2817339E-13  7.8270856E-14  4.8260443E-14
  9.4747031E-01  1.5743280E-03  3.8914654E-06  9.8921369E-07  8.1889140E-07  6.8947556E-07  5.8383380E-07  4.9441188E-07  4.1635999E-07  3.4640305E-07  2.8223322E-07  2.2216025E-07  1.6923633E-07  1.2683927E-07  9.4138745E-08  6.9385893E-08  5.0853975E-08  3.7083862E-08  2.6909502E-08  1.9422984E-08  1.3940125E-08  9.9423653E-09  7.0388641E-09  4.9391326E-09  3.4281533E-09  2.3479262E-09  1.5825084E-09  1.0465733E-09  6.7697550E-10  4.3270443E-10  2.6998892E-10  1.6438770E-10  9.7809566E-11  5.7043046E-11  3.2751107E-11  1.8606111E-11  1.0512783E-11  5.9350826E-12  3.3610231E-12  1.9150390E-12  1.1003907E-12  6.3873665E-13  3.7502003E-13  2.2292641E-13  1.3426849E-13  8.1987948E-14  5.0548977E-14
  9.4736325E-01  1.6527587E-03  4.2600680E-06  1.0630719E-06  8.7706559E-07  7.3675849E-07  6.2271068E-07  5.2649805E-07  4.4275407E-07  3.6787626E-07  2.9933852E-07  2.3529859E-07  1.7899131E-07  1.3397965E-07  9.9327704E-08  7.3140143E-08  5.3561198E-08  3.9030225E-08  2.8304487E-08  2.0419061E-08  1.4648281E-08  1.0443202E-08  7.3907664E-09  5.1843629E-09  3.5972844E-09  2.4630814E-09  1.6596965E-09  1.0973584E-09  7.0966908E-10  4.5350451E-10  2.8291253E-10  1.7222567E-10  1.0245647E-10  5.9744538E-11  3.4297883E-11  1.9482780E-11  1.1007133E-11  6.2137107E-12  3.5185856E-12  2.0047038E-12  1.1518533E-12  6.6857679E-13  3.9252147E-13  2.3331840E-13  1.4052000E-13  8.5800336E-14  5.2896244E-14
  9.4725350E-01  1.7334630E-03  4.6555433E-06  1.1406392E-06  9.3794266E-07  7.8613746E-07  6.6324578E-07  5.5990740E-07  4.7020301E-07  3.9018143E-07  3.1708488E-07  2.4891017E-07  1.8908262E-07  1.4135660E-07  1.0468270E-07  7.7010957E-08  5.6350316E-08  4.1034158E-08  2.9739944E-08  2.1443562E-08  1.5376359E-08  1.0957956E-08  7.7523440E-09  5.4362733E-09  3.7709855E-09  2.5813262E-09  1.7389427E-09  1.1494901E-09  7.4322552E-10  4.7485072E-10  2.9617399E-10  1.8026770E-10  1.0722386E-10  6.2515837E-11  3.5884492E-11  2.0381945E-11  1.1514143E-11  6.4994521E-12  3.6801608E-12  2.0966456E-12  1.2046216E-12  6.9917183E-13  4.1046458E-13  2.4397218E-13  1.4692869E-13  8.9708072E-14  5.5301678E-14
  9.4714105E-01  1.8164544E-03  5.0792637E-06  1.2220081E-06  1.0015781E-06  8.3765228E-07  7.0546867E-07  5.9466215E-07  4.9872351E-07  4.1333092E-07  3.3548110E-07  2.6300077E-07  1.9951380E-07  1.4897231E-07  1.1020509E-07  8.0999177E-08  5.9221859E-08  4.3095996E-08  3.1216087E-08  2.2496626E-08  1.6124449E-08  1.1486687E-08  8.1236356E-09  5.6948892E-09  3.9492731E-09  2.7026714E-09  1.8202541E-09  1.2029732E-09  7.7764773E-10  4.9674489E-10  3.0977440E-10  1.8851445E-10  1.1211217E-10  6.5357150E-11  3.7511041E-11  2.1303694E-11  1.2033843E-11  6.7923279E-12  3.8457599E-12  2.1908720E-12  1.2586975E-12  7.3052337E-13  4.2885002E-13  2.5488782E-13  1.5349467E-13  9.3711620E-14  5.7766129E-14
  9.4702590E-01  1.9017470E-03  5.5326481E-06  1.3072724E-06  1.0680276E-06  8.9134307E-07  7.4940915E-07  6.3078477E-07  5.2833249E-07  4.3733725E-07  3.5453609E-07  2.7757627E-07  2.1028849E-07  1.5682901E-07  1.1589627E-07  8.5105682E-08  6.2176384E-08  4.5216096E-08  3.2733146E-08  2.3578401E-08  1.6892648E-08  1.2029459E-08  8.5046829E-09  5.9602383E-09  4.1321658E-09  2.8271292E-09  1.9036387E-09  1.2578128E-09  8.1293900E-10  5.1918908E-10  3.2371505E-10  1.9696667E-10  1.1712183E-10  6.8268738E-11  3.9177695E-11  2.2248084E-11  1.2566271E-11  7.0923590E-12  4.0153937E-12  2.2873892E-12  1.3140845E-12  7.6263426E-13  4.4767990E-13  2.6606660E-13  1.6021828E-13  9.7811097E-14  6.0289475E-14
  9.4690802E-01  1.9893534E-03  6.0171503E-06  1.3965249E-06  1.1373455E-06  9.4724875E-07  7.9509607E-07  6.6829695E-07  5.5904622E-07  4.6221241E-07  3.7425834E-07  2.9264222E-07  2.2141009E-07  1.6492878E-07  1.2175750E-07  8.9331265E-08  6.5214388E-08  4.7394770E-08  3.4291319E-08  2.4689014E-08  1.7681039E-08  1.2586323E-08  8.8955208E-09  6.2323434E-09  4.3196784E-09  2.9547094E-09  1.9891028E-09  1.3140130E-09  8.4910199E-10  5.4218490E-10  3.3799692E-10  2.0562499E-10  1.2225316E-10  7.1250808E-11  4.0884560E-11  2.3215194E-11  1.3111474E-11  7.3995630E-12  4.1890750E-12  2.3862028E-12  1.3707861E-12  7.9550449E-13  4.6695445E-13  2.7750866E-13  1.6709994E-13  1.0200649E-13  6.2871723E-14
  9.4675664E-01  2.1022745E-03  6.6696512E-06  1.5139877E-06  1.2282219E-06  1.0203955E-06  8.5477865E-07  7.1723500E-07  5.9906641E-07  4.9458664E-07  3.9989434E-07  3.1219717E-07  2.3582303E-07  1.7541151E-07  1.2933458E-07  9.4788707E-08  6.9134927E-08  5.0204462E-08  3.6299658E-08  2.6119811E-08  1.8696312E-08  1.3303198E-08  9.3985164E-09  6.5824467E-09  4.5608896E-09  3.1187952E-09  2.0990044E-09  1.3862733E-09  8.9559375E-10  5.7174494E-10  3.5635365E-10  2.1675258E-10  1.2884729E-10  7.5082634E-11  4.3077619E-11  2.4457677E-11  1.3811860E-11  7.7941844E-12  4.4121627E-12  2.5131172E-12  1.4436087E-12  8.3771808E-13  4.9170540E-13  2.9220131E-13  1.7593587E-13  1.0739318E-13  6.6186815E-14
  9.4660094E-01  2.2188634E-03  7.3762712E-06  1.6380280E-06  1.3237812E-06  1.0971477E-06  9.1729772E-07  7.6842545E-07  6.4087398E-07  5.2836381E-07  4.2660534E-07  3.3253989E-07  2.5079129E-07  1.8628229E-07  1.3718255E-07  1.0043548E-07  7.3187989E-08  5.3107016E-08  3.8373107E-08  2.7596235E-08  1.9743506E-08  1.4042339E-08  9.9169725E-09  6.9432144E-09  4.8093915E-09  3.2878076E-09  2.2121868E-09  1.4606802E-09  9.4346080E-10  6.0217520E-10  3.7524863E-10  2.2820521E-10  1.3563334E-10  7.9025591E-11  4.5334049E-11  2.5735946E-11  1.4532356E-11  8.2001027E-12  4.6416178E-12  2.6436454E-12  1.5184990E-12  8.8112737E-13  5.1715582E-13  3.0730750E-13  1.8502011E-13  1.1293063E-13  6.9594655E-14
  9.4644091E-01  2.3391444E-03  8.1401517E-06  1.7688323E-06  1.4241281E-06  1.1775804E-06  9.8270898E-07  8.2191017E-07  6.8450032E-07  5.6356705E-07  4.5440775E-07  3.5368107E-07  2.6632140E-07  1.9754511E-07  1.4530388E-07  1.0627312E-07  7.7374527E-08  5.6103033E-08  4.0512044E-08  2.9118527E-08  2.0822777E-08  1.4803847E-08  1.0450955E-08  7.3146897E-09  5.0652124E-09  3.4617651E-09  2.3286621E-09  1.5372413E-09  9.9270804E-10  6.3347871E-10  3.9468371E-10  2.3998398E-10  1.4261192E-10  8.3080017E-11  4.7654065E-11  2.7050121E-11  1.5273026E-11  8.6173548E-12  4.8774642E-12  2.7777981E-12  1.5954644E-12  9.2573611E-13  5.4330779E-13  3.2282931E-13  1.9435345E-13  1.1861949E-13  7.3095502E-14
  9.4627651E-01  2.4631462E-03  8.9646261E-06  1.9065994E-06  1.5293740E-06  1.2617736E-06  1.0510718E-06  8.7773380E-07  7.2997899E-07  6.0022111E-07  4.8331911E-07  3.7563222E-07  2.8242042E-07  2.0920429E-07  1.5370125E-07  1.1230329E-07  8.1695602E-08  5.9193183E-08  4.2716899E-08  3.0686964E-08  2.1934303E-08  1.5587840E-08  1.1000540E-08  7.6969222E-09  5.3283845E-09  3.6406886E-09  2.4484439E-09  1.6159655E-09  1.0433409E-09  6.6565872E-10  4.1466078E-10  2.5208996E-10  1.4978366E-10  8.7246251E-11  5.0037816E-11  2.8400277E-11  1.6033918E-11  9.0459639E-12  5.1197077E-12  2.9155820E-12  1.6745057E-12  9.7154478E-13  5.7016125E-13  3.3876637E-13  2.0393579E-13  1.2445962E-13  7.6688750E-14
  9.4610773E-01  2.5908832E-03  9.8529413E-06  2.0515043E-06  1.6396108E-06  1.3497925E-06  1.1224340E-06  9.3593201E-07  7.7733643E-07  6.3834526E-07  5.1335286E-07  3.9840189E-07  2.9909337E-07  2.2126279E-07  1.6237639E-07  1.1852703E-07  8.6151812E-08  6.2377817E-08  4.4987877E-08  3.2301666E-08  2.3078156E-08  1.6394357E-08  1.1565752E-08  8.0899268E-09  5.5989172E-09  3.8245842E-09  2.5715360E-09  1.6968553E-09  1.0953611E-09  6.9871640E-10  4.3518067E-10  2.6452374E-10  1.5714891E-10  9.1524522E-11  5.2485473E-11  2.9786507E-11  1.6815069E-11  9.4859520E-12  5.3683659E-12  3.0570028E-12  1.7556286E-12  1.0185568E-12  5.9771804E-13  3.5511943E-13  2.1376760E-13  1.3045147E-13  8.0375286E-14
  9.4593454E-01  2.7223747E-03  1.0808543E-05  2.2037351E-06  1.7549377E-06  1.4417077E-06  1.1968478E-06  9.9654369E-07  8.2660170E-07  6.7796080E-07  5.4452401E-07  4.2199977E-07  3.1634607E-07  2.3372410E-07  1.7133143E-07  1.2494562E-07  9.0743945E-08  6.5657420E-08  4.7325278E-08  3.3962819E-08  2.4254452E-08  1.7223474E-08  1.2146638E-08  8.4937337E-09  5.8768301E-09  4.0134647E-09  2.6979471E-09  1.7799162E-09  1.1487725E-09  7.3265404E-10  4.5624478E-10  2.7728610E-10  1.6470814E-10  9.5915083E-11  5.4997148E-11  3.1208875E-11  1.7616520E-11  9.9373339E-12  5.6234444E-12  3.2020641E-12  1.8388340E-12  1.0667717E-12  6.2597829E-13  3.7188892E-13  2.2384890E-13  1.3659473E-13  8.4154529E-14
  9.4575693E-01  2.8576394E-03  1.1834980E-05  2.3634813E-06  1.8754520E-06  1.5375883E-06  1.2743641E-06  1.0596071E-06  8.7780331E-07  7.1908864E-07  5.7684722E-07  4.4643531E-07  3.3418419E-07  2.4659161E-07  1.8056840E-07  1.3156029E-07  9.5472749E-08  6.9032445E-08  4.9729379E-08  3.5670595E-08  2.5463296E-08  1.8075257E-08  1.2743240E-08  8.9083696E-09  6.1621405E-09  4.2073412E-09  2.8276842E-09  1.8651531E-09  1.2035779E-09  7.6747347E-10  4.7785420E-10  2.9037772E-10  1.7246169E-10  1.0041811E-10  5.7572935E-11  3.2667426E-11  1.8438291E-11  1.0400129E-11  5.8849507E-12  3.3507709E-12  1.9241238E-12  1.1161909E-12  6.5494225E-13  3.8907470E-13  2.3417966E-13  1.4288962E-13  8.8026986E-14
  9.4551764E-01  3.0404954E-03  1.3292222E-05  2.5843387E-06  2.0412598E-06  1.6692466E-06  1.3806411E-06  1.1459537E-06  9.4782276E-07  7.7526358E-07  6.2093833E-07  4.7971412E-07  3.5843648E-07  2.6406053E-07  1.9309327E-07  1.4052031E-07  1.0187271E-07  7.3596868E-08  5.2978717E-08  3.7977603E-08  2.7095598E-08  1.9224997E-08  1.3548288E-08  9.4677300E-09  6.5469521E-09  4.4687846E-09  3.0026093E-09  1.9800642E-09  1.2774557E-09  8.1440418E-10  5.0697711E-10  3.0801952E-10  1.8290910E-10  1.0648507E-10  6.1042982E-11  3.4632161E-11  1.9545152E-11  1.1023419E-11  6.2371174E-12  3.5510140E-12  2.0389630E-12  1.1827266E-12  6.9393452E-13  4.1220869E-13  2.4808491E-13  1.5136178E-13  9.3238245E-14
  9.4527068E-01  3.2298926E-03  1.4885728E-05  2.8188506E-06  2.2163427E-06  1.8079746E-06  1.4924373E-06  1.2366531E-06  1.0212736E-06  8.3411309E-07  6.6706211E-07  5.1446611E-07  3.8371460E-07  2.8223914E-07  2.0610949E-07  1.4982134E-07  1.0850992E-07  7.8326668E-08  5.6343499E-08  4.0365215E-08  2.8784120E-08  2.0413857E-08  1.4380445E-08  1.0045761E-08  6.9445137E-09  4.7388374E-09  3.1832655E-09  2.0987244E-09  1.3537355E-09  8.6285393E-10  5.3703931E-10  3.2622832E-10  1.9369109E-10  1.1274562E-10  6.4623347E-11  3.6659146E-11  2.0686951E-11  1.1666314E-11  6.6003230E-12  3.7575139E-12  2.1573778E-12  1.2513281E-12  7.3413370E-13  4.3605646E-13  2.6241779E-13  1.6009357E-13  9.8608640E-14
