  9.4998626E-01  1.3734851E-05  2.2773194E-10  4.3302863E-15  9.4428398E-20  2.3614675E-24  6.7725672E-29  2.2275016E-33  8.4018720E-38  3.6343559E-42  1.8029023E-46  1.0256698E-50  6.6917392E-55  5.0068097E-59  4.2960942E-63  4.2274898E-67  4.7707581E-71  6.1742308E-75  9.1636599E-79  1.5597361E-82  3.0445557E-86  6.8154225E-90  1.7496544E-93  5.1511288E-97  1.7391963-100  6.7342751-104  2.9903245-107  1.5227964-110  8.8932691-114  5.9563070-117  4.5748614-120  4.0297199-123  4.0706881-126  4.7156985-129  6.2649885-132  9.5453221-135  1.6678499-137  3.3420161-140  7.6799110-143  2.0239505-145  6.1170165-148  2.1201404-150  8.4272459-153  3.8414211-155  2.0081913-157  1.2039361-159  8.2772683-162
  9.4996716E-01  1.5379614E-05  2.7252087E-10  7.1620390E-13  7.0836309E-13  7.0700393E-13  7.0490671E-13  7.0280324E-13  6.9998782E-13  6.9426231E-13  6.7959061E-13  6.3118849E-13  5.4920478E-13  4.6104189E-13  3.7821186E-13  3.0600644E-13  2.4452257E-13  1.9319811E-13  1.5158801E-13  1.1788981E-13  9.1280804E-14  7.0321237E-14  5.3630325E-14  4.0780527E-14  3.0930698E-14  2.3452810E-14  1.7690189E-14  1.3223413E-14  9.8394188E-15  7.1084989E-15  5.2129608E-15  3.6862709E-15  2.4431781E-15  1.5992242E-15  1.0939343E-15  6.2870630E-16  4.1712052E-16  2.5833411E-16  1.5250618E-16  1.2692694E-16  6.4472533E-17  2.8713954E-17  3.1413666E-18  2.9061138E-18  2.1635705E-19 -3.3986055E-19  2.4316492E-17
  9.4996648E-01  1.5440861E-05  2.7448264E-10  8.3099739E-13  8.2336392E-13  8.2162803E-13  8.1912872E-13  8.1631788E-13  8.1286471E-13  8.0618088E-13  7.8862396E-13  7.3172647E-13  6.3669728E-13  5.3442285E-13  4.3828370E-13  3.5478280E-13  2.8339260E-13  2.2393014E-13  1.7579772E-13  1.3675529E-13  1.0581979E-13  8.1516697E-14  6.2141432E-14  4.7209464E-14  3.5849250E-14  2.7249392E-14  2.0456109E-14  1.5283165E-14  1.1311031E-14  8.1643971E-15  5.9778242E-15  4.1219596E-15  2.8100107E-15  1.8686719E-15  1.2836073E-15  7.1959995E-16  5.0086215E-16  2.8366711E-16  1.7884397E-16  1.2042719E-16  6.3631396E-17  3.2198124E-17  2.0506384E-17  1.6351222E-17  7.7982854E-18  2.7008738E-18  2.6443895E-18
  9.4996580E-01  1.5502869E-05  2.7649435E-10  9.6008998E-13  9.5205966E-13  9.4983825E-13  9.4645110E-13  9.4342649E-13  9.3929867E-13  9.3140746E-13  9.1037675E-13  8.4412014E-13  7.3430224E-13  6.1652191E-13  5.0555534E-13  4.0904865E-13  3.2684835E-13  2.5836752E-13  2.0273372E-13  1.5769213E-13  1.2203755E-13  9.4086967E-14  7.1630143E-14  5.4469153E-14  4.1400798E-14  3.1324594E-14  2.3513466E-14  1.7628080E-14  1.3004295E-14  9.4171187E-15  6.8818062E-15  4.8212476E-15  3.2227940E-15  2.1900722E-15  1.4686539E-15  8.1098146E-16  5.6058135E-16  3.2074520E-16  2.0022165E-16  1.5562581E-16  7.6215832E-17  5.2003324E-17  3.4990412E-17  1.4419346E-17  1.0395362E-17  9.2038136E-18  1.7168202E-17
  9.4996512E-01  1.5565670E-05  2.7856054E-10  1.1042892E-12  1.0954214E-12  1.0930518E-12  1.0886327E-12  1.0849279E-12  1.0801643E-12  1.0713097E-12  1.0462505E-12  9.6932417E-13  8.4295106E-13  7.0768982E-13  5.8055102E-13  4.6971966E-13  3.7527218E-13  2.9666878E-13  2.3267239E-13  1.8102855E-13  1.4034240E-13  1.0797180E-13  8.2287236E-14  6.2718978E-14  4.7438831E-14  3.5948976E-14  2.6973221E-14  2.0176716E-14  1.4835602E-14  1.0783418E-14  7.8273836E-15  5.4345959E-15  3.6549133E-15  2.3952814E-15  1.6671310E-15  9.5694355E-16  6.4956573E-16  3.8270417E-16  1.9423888E-16  1.5081537E-16  5.9057507E-17  6.2947907E-17  4.7181701E-17  2.2087151E-17  1.0928150E-17  4.4644692E-18  9.1032318E-18
  9.4996443E-01  1.5629295E-05  2.8068285E-10  1.2644374E-12  1.2552776E-12  1.2517878E-12  1.2470126E-12  1.2425425E-12  1.2372851E-12  1.2267214E-12  1.1973059E-12  1.1084818E-12  9.6380166E-13  8.0882415E-13  6.6375665E-13  5.3706111E-13  4.2896204E-13  3.3919590E-13  2.6602410E-13  2.0701737E-13  1.6045427E-13  1.2334844E-13  9.4023653E-14  7.1632662E-14  5.4216899E-14  4.1020318E-14  3.0741285E-14  2.2981746E-14  1.6900549E-14  1.2211830E-14  8.9030426E-15  6.1880879E-15  4.1383442E-15  2.7298156E-15  1.8377225E-15  1.1098316E-15  7.2610218E-16  4.2042836E-16  2.3847282E-16  1.4944474E-16  7.9844398E-17  5.5361586E-17  3.3331859E-17  2.9298331E-17  8.2448810E-18  1.6589553E-17  1.0870184E-17
  9.4996374E-01  1.5693775E-05  2.8286363E-10  1.4424047E-12  1.4326195E-12  1.4281248E-12  1.4228979E-12  1.4180487E-12  1.4115472E-12  1.3991318E-12  1.3644492E-12  1.2626312E-12  1.0974878E-12  9.2089267E-13  7.5583503E-13  6.1152316E-13  4.8838927E-13  3.8632194E-13  3.0291600E-13  2.3586086E-13  1.8276588E-13  1.4044780E-13  1.0703711E-13  8.1499700E-14  6.1733413E-14  4.6621203E-14  3.4959329E-14  2.6017130E-14  1.9109643E-14  1.3816595E-14  1.0045739E-14  6.9202543E-15  4.6754083E-15  3.0987153E-15  2.0576103E-15  1.3209627E-15  8.2758882E-16  4.4433205E-16  2.5888800E-16  1.5418120E-16  8.7274684E-17  4.5913710E-17  4.9569112E-17  2.7968799E-17  7.5114919E-18  4.5138510E-18 -2.1771410E-19
  9.4996305E-01  1.5759144E-05  2.8510571E-10  1.6393733E-12  1.6289930E-12  1.6231261E-12  1.6174434E-12  1.6119927E-12  1.6041812E-12  1.5894675E-12  1.5493711E-12  1.4328546E-12  1.2450813E-12  1.0446753E-12  8.5748857E-13  6.9366281E-13  5.5395378E-13  4.3824602E-13  3.4376151E-13  2.6766162E-13  2.0736972E-13  1.5936382E-13  1.2137816E-13  9.2359630E-14  7.0067580E-14  5.2885794E-14  3.9634877E-14  2.9395572E-14  2.1584713E-14  1.5561995E-14  1.1276875E-14  7.8443773E-15  5.2806859E-15  3.4772033E-15  2.2999728E-15  1.4115871E-15  9.2371030E-16  5.1657486E-16  3.2290176E-16  1.8085885E-16  1.0923798E-16  6.1694463E-17  5.0250137E-17  2.4076765E-17  6.8118845E-18  5.0425275E-18 -1.3536635E-18
  9.4996219E-01  1.5841455E-05  2.8798130E-10  1.9153376E-12  1.9043784E-12  1.8961393E-12  1.8901948E-12  1.8832794E-12  1.8734965E-12  1.8558639E-12  1.8076613E-12  1.6706428E-12  1.4512182E-12  1.2173691E-12  9.9929217E-13  8.0805572E-13  6.4552617E-13  5.1074833E-13  4.0056986E-13  3.1184769E-13  2.4168556E-13  1.8545348E-13  1.4150594E-13  1.0759776E-13  8.1619673E-14  6.1619309E-14  4.6168473E-14  3.4213866E-14  2.4999314E-14  1.8061407E-14  1.3078507E-14  8.9759761E-15  6.0467260E-15  3.9609391E-15  2.5676650E-15  1.6425158E-15  9.4596878E-16  5.9763655E-16  3.7025303E-16  1.8947428E-16  1.3716755E-16  4.1835930E-17  3.6686439E-17  4.4313811E-17  5.5273104E-18  5.3230831E-18 -1.4909538E-17
  9.4996132E-01  1.5925252E-05  2.9096369E-10  2.2265061E-12  2.2137385E-12  2.2036305E-12  2.1971653E-12  2.1886214E-12  2.1769816E-12  2.1554131E-12  2.0976845E-12  1.9375458E-12  1.6823770E-12  1.4110858E-12  1.1582914E-12  9.3673759E-13  7.4841871E-13  5.9205110E-13  4.6455570E-13  3.6154916E-13  2.8004616E-13  2.1483828E-13  1.6403074E-13  1.2464948E-13  9.4563319E-14  7.1249601E-14  5.3407289E-14  3.9511641E-14  2.8751997E-14  2.0742405E-14  1.4969032E-14  1.0273831E-14  6.9045442E-15  4.5549281E-15  2.8584251E-15  1.8633846E-15  1.0842992E-15  6.6547899E-16  4.1601142E-16  2.6718345E-16  1.4424444E-16  6.4597393E-17  4.3531714E-17  4.1023121E-17  2.0748447E-17  7.7461633E-18  3.1385811E-17
  9.4996045E-01  1.6010596E-05  2.9405728E-10  2.5756488E-12  2.5610015E-12  2.5492401E-12  2.5408564E-12  2.5307229E-12  2.5169270E-12  2.4908786E-12  2.4225868E-12  2.2359022E-12  1.9405058E-12  1.6275573E-12  1.3359720E-12  1.0803875E-12  8.6323456E-13  6.8281856E-13  5.3579750E-13  4.1714778E-13  3.2285540E-13  2.4767355E-13  1.8935366E-13  1.4374890E-13  1.0897244E-13  8.1953197E-14  6.1389898E-14  4.5356992E-14  3.2937760E-14  2.3864475E-14  1.7112923E-14  1.1629638E-14  7.8543912E-15  5.1127152E-15  3.2516413E-15  2.1168475E-15  1.2054263E-15  7.3966339E-16  5.0222184E-16  2.6026685E-16  1.6049644E-16  6.7683479E-17  5.2559020E-17  3.1075452E-17  1.6274836E-17  1.1604593E-17  2.6107255E-17
  9.4995957E-01  1.6097551E-05  2.9726906E-10  2.9657183E-12  2.9485200E-12  2.9352799E-12  2.9253276E-12  2.9128797E-12  2.8968004E-12  2.8656116E-12  2.7848994E-12  2.5683662E-12  2.2282195E-12  1.8684166E-12  1.5337135E-12  1.2402987E-12  9.9102342E-13  7.8398619E-13  6.1509653E-13  4.7896327E-13  3.7047117E-13  2.8422957E-13  2.1729388E-13  1.6487883E-13  1.2496866E-13  9.3911355E-14  7.0299380E-14  5.1864430E-14  3.7732658E-14  2.7214542E-14  1.9413311E-14  1.3224528E-14  8.9480085E-15  5.8333307E-15  3.6667219E-15  2.3897428E-15  1.3800170E-15  8.5702269E-16  5.2354215E-16  3.0953888E-16  1.6286036E-16  7.6804400E-17  4.9786623E-17  3.1683539E-17  2.8067139E-17  1.2701436E-17  1.1921002E-17
  9.4995869E-01  1.6186177E-05  3.0060597E-10  3.3999486E-12  3.3802762E-12  3.3653165E-12  3.3533080E-12  3.3383093E-12  3.3195342E-12  3.2821362E-12  3.1875955E-12  2.9373464E-12  2.5476975E-12  2.1362088E-12  1.7533529E-12  1.4178321E-12  1.1328407E-12  8.9619064E-13  7.0313085E-13  5.4747910E-13  4.2337246E-13  3.2478389E-13  2.4824805E-13  1.8842111E-13  1.4263164E-13  1.0724098E-13  8.0047811E-14  5.9011442E-14  4.2925696E-14  3.0871785E-14  2.1948732E-14  1.4997253E-14  1.0133427E-14  6.5385858E-15  4.1233605E-15  2.6781627E-15  1.6160838E-15  9.2225156E-16  5.6665448E-16  3.3136465E-16  1.7727323E-16  9.5346443E-17  6.1779486E-17  3.4201345E-17  2.3259261E-17  1.8872673E-17 -2.5887955E-17
  9.4995780E-01  1.6276540E-05  3.0407402E-10  3.8820748E-12  3.8597040E-12  3.8430021E-12  3.8284330E-12  3.8112555E-12  3.7885830E-12  3.7441578E-12  3.6337225E-12  3.3460028E-12  2.9011465E-12  2.4322277E-12  1.9962613E-12  1.6142396E-12  1.2898849E-12  1.0204209E-12  8.0055401E-13  6.2323062E-13  4.8183016E-13  3.6963619E-13  2.8248295E-13  2.1452103E-13  1.6216759E-13  1.2187331E-13  9.0830312E-14  6.6888901E-14  4.8603168E-14  3.4896433E-14  2.4695202E-14  1.7035986E-14  1.1409863E-14  7.4256944E-15  4.6447430E-15  2.9625784E-15  1.8350434E-15  1.0512540E-15  6.3762291E-16  3.5126783E-16  2.0641549E-16  1.1670391E-16  6.6694788E-17  5.7338062E-17  2.9874106E-17  2.3162989E-17  5.1430090E-19
  9.4995690E-01  1.6368700E-05  3.0768147E-10  4.4164365E-12  4.3908561E-12  4.3723639E-12  4.3546074E-12  4.3343080E-12  4.3077109E-12  4.2549603E-12  4.1261721E-12  3.7971594E-12  3.2913444E-12  2.7588607E-12  2.2642264E-12  1.8309862E-12  1.4630343E-12  1.1574028E-12  9.0793905E-13  7.0682708E-13  5.4628665E-13  4.1910483E-13  3.2012198E-13  2.4318429E-13  1.8369548E-13  1.3788104E-13  1.0275517E-13  7.5527942E-14  5.4783230E-14  3.9349960E-14  2.7805401E-14  1.9099248E-14  1.2834286E-14  8.3176039E-15  5.1650740E-15  3.2237763E-15  1.9923528E-15  1.1873231E-15  6.8132004E-16  3.9427140E-16  2.3505810E-16  1.4212151E-16  9.1336405E-17  5.1423095E-17  3.3022149E-17  1.8151617E-17 -9.2439703E-18
  9.4995581E-01  1.6482899E-05  3.1225974E-10  5.1445868E-12  5.1153942E-12  5.0933553E-12  5.0718842E-12  5.0474919E-12  5.0148889E-12  4.9507134E-12  4.7964372E-12  4.4102586E-12  3.8213087E-12  3.2024712E-12  2.6281323E-12  2.1251887E-12  1.6980920E-12  1.3433063E-12  1.0537462E-12  8.2020619E-13  6.3374616E-13  4.8618664E-13  3.7118529E-13  2.8182442E-13  2.1275719E-13  1.5958435E-13  1.1877974E-13  8.7250664E-14  6.3198449E-14  4.5324735E-14  3.1929309E-14  2.1889670E-14  1.4653117E-14  9.4762903E-15  5.9110415E-15  3.6696580E-15  2.2418651E-15  1.3312281E-15  7.7443847E-16  4.5320711E-16  2.6847151E-16  1.6003880E-16  9.6782312E-17  5.7927617E-17  3.5641864E-17  2.2099014E-17  1.4075080E-17
  9.4995472E-01  1.6599958E-05  3.1706719E-10  5.9625948E-12  5.9292099E-12  5.9030547E-12  5.8772678E-12  5.8480569E-12  5.8083776E-12  5.7308044E-12  5.5471282E-12  5.0962904E-12  4.4140151E-12  3.6984713E-12  3.0349494E-12  2.4540469E-12  1.9608061E-12  1.5510578E-12  1.2166523E-12  9.4685073E-13  7.3142326E-13  5.6106434E-13  4.2816028E-13  3.2491698E-13  2.4514667E-13  1.8374846E-13  1.3660981E-13  1.0027184E-13  7.2529499E-14  5.1933300E-14  3.6485183E-14  2.4962460E-14  1.6654603E-14  1.0750419E-14  6.7193281E-15  4.1524171E-15  2.5181515E-15  1.4925759E-15  8.7339221E-16  5.1247089E-16  3.0244440E-16  1.7946895E-16  1.0748812E-16  6.4919546E-17  3.9829643E-17  2.4810241E-17  1.5651736E-17
  9.4995361E-01  1.6719990E-05  3.2211801E-10  6.8782615E-12  6.8400384E-12  6.8091121E-12  6.7783295E-12  6.7434762E-12  6.6954990E-12  6.6022975E-12  6.3848709E-12  5.8611767E-12  5.0745169E-12  4.2510580E-12  3.4881023E-12  2.8203165E-12  2.2533685E-12  1.7823811E-12  1.3980008E-12  1.0877988E-12  8.4011031E-13  6.4433967E-13  4.9149948E-13  3.7279928E-13  2.8111254E-13  2.1055535E-13  1.5637511E-13  1.1468279E-13  8.2838652E-14  5.9218148E-14  4.1500259E-14  2.8335372E-14  1.8849344E-14  1.2145282E-14  7.5948614E-15  4.6753656E-15  2.8213567E-15  1.6702742E-15  9.7950048E-16  5.7478392E-16  3.3852476E-16  2.0054087E-16  1.1988584E-16  7.2481428E-17  4.4442814E-17  2.7677196E-17  1.7450462E-17
  9.4995249E-01  1.6843108E-05  3.2742697E-10  7.8997789E-12  7.8559942E-12  7.8195637E-12  7.7830187E-12  7.7415905E-12  7.6839274E-12  7.5725859E-12  7.3165867E-12  6.7110949E-12  5.8080799E-12  4.8646016E-12  3.9911548E-12  3.2268638E-12  2.5780570E-12  2.0390669E-12  1.5991866E-12  1.2441270E-12  9.6062867E-13  7.3663566E-13  5.6167098E-13  4.2581976E-13  3.2091135E-13  2.4019231E-13  1.7820897E-13  1.3057712E-13  9.4189648E-14  6.7222531E-14  4.7002268E-14  3.2026262E-14  2.1247955E-14  1.3666512E-14  8.5423316E-15  5.2413891E-15  3.1519285E-15  1.8640304E-15  1.0936533E-15  6.4137508E-16  3.7728167E-16  2.2330966E-16  1.3340934E-16  8.0641261E-17  4.9425604E-17  3.0767103E-17  1.9389357E-17
  9.4995137E-01  1.6969428E-05  3.3300947E-10  9.0357556E-12  8.9856022E-12  8.9428488E-12  8.8996800E-12  8.8506242E-12  8.7817038E-12  8.6494046E-12  8.3495049E-12  7.6524877E-12  6.6201904E-12  5.5436521E-12  4.5478150E-12  3.6766691E-12  2.9372390E-12  2.3229748E-12  1.8216571E-12  1.4169514E-12  1.0938294E-12  8.3859725E-13  6.3915881E-13  4.8433831E-13  3.6480782E-13  2.7285210E-13  2.0224844E-13  1.4805079E-13  1.0664772E-13  7.5990456E-14  5.3019471E-14  3.6053191E-14  2.3861130E-14  1.5320048E-14  9.5662406E-15  5.8531178E-15  3.5105617E-15  2.0740003E-15  1.2165018E-15  7.1286918E-16  4.1898065E-16  2.4784061E-16  1.4799531E-16  8.9425130E-17  5.4787194E-17  3.4090644E-17  2.1474615E-17
  9.4995024E-01  1.7098675E-05  3.3884475E-10  1.0278530E-11  1.0221252E-11  1.0171409E-11  1.0120809E-11  1.0063138E-11  9.9814839E-12  9.8255825E-12  9.4767958E-12  8.6791710E-12  7.5055359E-12  6.2837791E-12  5.1544585E-12  4.1668085E-12  3.3285831E-12  2.6322644E-12  2.0639731E-12  1.6051558E-12  1.2388527E-12  9.4956864E-13  7.2346563E-13  5.4798026E-13  4.1252188E-13  3.0832771E-13  2.2834148E-13  1.6699451E-13  1.2013589E-13  8.5468868E-14  5.9515740E-14  4.0392764E-14  2.6673750E-14  1.7096408E-14  1.0661842E-14  6.5077163E-15  3.8950927E-15  2.2988833E-15  1.3476114E-15  7.8910686E-16  4.6347934E-16  2.7402645E-16  1.6356459E-16  9.8796546E-17  6.0506186E-17  3.7634273E-17  2.3695880E-17
  9.4994910E-01  1.7231339E-05  3.4498438E-10  1.1653101E-11  1.1587724E-11  1.1529803E-11  1.1470721E-11  1.1403144E-11  1.1306820E-11  1.1123893E-11  1.0719896E-11  9.8103734E-12  8.4805530E-12  7.0986486E-12  5.8222423E-12  4.7062649E-12  3.7592360E-12  2.9725612E-12  2.3305215E-12  1.8121299E-12  1.3982934E-12  1.0715206E-12  8.1607612E-13  6.1785489E-13  4.6487458E-13  3.4722023E-13  2.5692133E-13  1.8771505E-13  1.3486627E-13  9.5802421E-14  6.6586856E-14  4.5106839E-14  2.9724389E-14  1.9018964E-14  1.1843608E-14  7.2136788E-15  4.3101742E-15  2.5413643E-15  1.4887013E-15  8.7112142E-16  5.1136207E-16  3.0220457E-16  1.8031719E-16  1.0887783E-16  6.6657381E-17  4.1445015E-17  2.6084658E-17
  9.4994770E-01  1.7397981E-05  3.5292529E-10  1.3531881E-11  1.3455070E-11  1.3385715E-11  1.3314597E-11  1.3232841E-11  1.3115480E-11  1.2894095E-11  1.2412778E-11  1.1349302E-11  9.8062379E-12  8.2062080E-12  6.7296678E-12  5.4391620E-12  4.3441921E-12  3.4346803E-12  2.6923882E-12  2.0930302E-12  1.6146033E-12  1.2368878E-12  9.4159231E-13  7.1249802E-13  5.3572899E-13  3.9980610E-13  2.9551935E-13  2.1565347E-13  1.5469137E-13  1.0968212E-13  7.6065882E-14  5.1411259E-14  3.3795871E-14  2.1578153E-14  1.3411400E-14  8.1494627E-15  4.8602089E-15  2.8621407E-15  1.6749916E-15  9.7930679E-16  5.7448244E-16  3.3932205E-16  2.0236880E-16  1.2213952E-16  7.4744277E-17  4.6452130E-17  2.9221112E-17
  9.4994628E-01  1.7570091E-05  3.6137823E-10  1.5640764E-11  1.5550689E-11  1.5468036E-11  1.5382878E-11  1.5284451E-11  1.5142309E-11  1.4875983E-11  1.4305747E-11  1.3068317E-11  1.1286165E-11  9.4421771E-12  7.7420336E-12  6.2566297E-12  4.9964957E-12  3.9498735E-12  3.0956922E-12  2.4059909E-12  1.8555063E-12  1.4209623E-12  1.0812330E-12  8.1772307E-13  6.1444139E-13  4.5816512E-13  3.3830320E-13  2.4657103E-13  1.7658957E-13  1.2498239E-13  8.6493717E-14  5.8330325E-14  3.8254589E-14  2.4373434E-14  1.5118812E-14  9.1674267E-15  5.4580254E-15  3.2102428E-15  1.8768667E-15  1.0964505E-15  6.4278967E-16  3.7947053E-16  2.2621139E-16  1.3647377E-16  8.3482023E-17  5.1859998E-17  3.2607600E-17
  9.4994486E-01  1.7747873E-05  3.7037708E-10  1.7999315E-11  1.7893921E-11  1.7795871E-11  1.7694403E-11  1.7576464E-11  1.7405275E-11  1.7086702E-11  1.6414677E-11  1.4981453E-11  1.2932222E-11  1.0816372E-11  8.8673083E-12  7.1650488E-12  5.7211956E-12  4.5220923E-12  3.5434963E-12  2.7533621E-12  2.1227876E-12  1.6250894E-12  1.2360021E-12  9.3427154E-13  7.0155314E-13  5.2268690E-13  3.8554751E-13  2.8065735E-13  2.0068819E-13  1.4178729E-13  9.7923845E-14  6.5897167E-14  4.3120168E-14  2.7416307E-14  1.6972833E-14  1.0271429E-14  6.1056867E-15  3.5868847E-15  2.0950714E-15  1.2229935E-15  7.1654416E-16  4.2280500E-16  2.5193863E-16  1.5193619E-16  9.2904665E-17  5.7689555E-17  3.6256930E-17
  9.4994341E-01  1.7931539E-05  3.7995762E-10  2.0628231E-11  2.0505212E-11  2.0389410E-11  2.0269067E-11  2.0128388E-11  1.9923311E-11  1.9544284E-11  1.8756227E-11  1.7103417E-11  1.4756848E-11  1.2339056E-11  1.0113816E-11  8.1710793E-12  6.5235565E-12  5.1554537E-12  4.0389888E-12  3.1375875E-12  2.4183022E-12  1.8506650E-12  1.4069398E-12  1.0629108E-12  7.9762361E-13  5.9377312E-13  4.3753487E-13  3.1810707E-13  2.2711758E-13  1.6018259E-13  1.1041072E-13  7.4145402E-14  4.8412546E-14  3.0718462E-14  1.8980421E-14  1.1465326E-14  6.8052960E-15  3.9932779E-15  2.3303119E-15  1.3593379E-15  7.9597562E-16  4.6945813E-16  2.7962682E-16  1.6857201E-16  1.0303925E-16  6.3957674E-17  4.0182207E-17
  9.4994196E-01  1.8121300E-05  3.9015734E-10  2.3549255E-11  2.3406035E-11  2.3269839E-11  2.3127732E-11  2.2960661E-11  2.2716219E-11  2.2267552E-11  2.1347755E-11  1.9449505E-11  1.6772967E-11  1.4020880E-11  1.1490187E-11  9.2816189E-12  7.4090259E-12  5.8542138E-12  4.5854619E-12  3.5611883E-12  2.7439613E-12  2.0991258E-12  1.5951153E-12  1.2044284E-12  9.0322581E-13  6.7183436E-13  4.9455355E-13  3.5911820E-13  2.5600996E-13  1.8025501E-13  1.2400931E-13  8.3108839E-14  5.4151782E-14  3.4291649E-14  2.1148482E-14  1.2752959E-14  7.5589769E-15  4.4306353E-15  2.5832851E-15  1.5058774E-15  8.8131042E-16  5.1955993E-16  3.0935260E-16  1.8642686E-16  1.1391275E-16  7.0681002E-17  4.4383732E-17
  9.4994049E-01  1.8317365E-05  4.0101531E-10  2.6785135E-11  2.6618843E-11  2.6459306E-11  2.6292188E-11  2.6094602E-11  2.5804628E-11  2.5276076E-11  2.4207267E-11  2.2035556E-11  1.8993944E-11  1.5872846E-11  1.3005326E-11  1.0503780E-11  8.3832153E-12  6.6227521E-12  5.1862998E-12  4.0267528E-12  3.1017256E-12  2.3719432E-12  1.8016224E-12  1.3596286E-12  1.0189439E-12  7.5728820E-13  5.5689605E-13  4.0389110E-13  2.8749877E-13  2.0209178E-13  1.3877470E-13  9.2821288E-14  6.0357928E-14  3.8147596E-14  2.3483837E-14  1.4138134E-14  8.3688471E-15  4.9001568E-15  2.8546704E-15  1.6630002E-15  9.7276991E-16  5.7323929E-16  3.4119093E-16  2.0554494E-16  1.2555251E-16  7.7875344E-17  4.8881754E-17
  9.4993900E-01  1.8519947E-05  4.1257229E-10  3.0359670E-11  3.0167116E-11  2.9980951E-11  2.9785186E-11  2.9552448E-11  2.9210015E-11  2.8590194E-11  2.7353436E-11  2.4877969E-11  2.1433596E-11  1.7906318E-11  1.4668424E-11  1.1844892E-11  9.4519024E-12  7.4655736E-12  5.8449799E-12  4.5369377E-12  3.4936046E-12  2.6706242E-12  2.0275793E-12  1.5293325E-12  1.1453730E-12  8.5055921E-13  6.2485912E-13  4.5262849E-13  3.2171859E-13  2.2578061E-13  1.5476223E-13  1.0331659E-13  6.7051039E-14  4.2298013E-14  2.5993252E-14  1.5624633E-14  9.2370195E-15  5.4030357E-15  3.1451426E-15  1.8310885E-15  1.0705731E-15  6.3062290E-16  3.7521709E-16  2.2597105E-16  1.3798509E-16  8.5557161E-17  5.3682800E-17
  9.4993719E-01  1.8773576E-05  4.2752977E-10  3.5169092E-11  3.4940005E-11  3.4716708E-11  3.4480809E-11  3.4198520E-11  3.3782164E-11  3.3034945E-11  3.1567232E-11  2.8680614E-11  2.4695154E-11  2.0623569E-11  1.6889922E-11  1.3635671E-11  1.0878414E-11  8.5901788E-12  6.7235204E-12  5.2171101E-12  4.0157874E-12  3.0683910E-12  2.3283034E-12  1.7550186E-12  1.3133544E-12  9.7434661E-13  7.1493609E-13  5.1711874E-13  3.6691578E-13  2.5700812E-13  1.7579407E-13  1.1709339E-13  7.5818086E-14  4.7723333E-14  2.9267683E-14  1.7561633E-14  1.0367022E-14  6.0569966E-15  3.5226310E-15  2.0494211E-15  1.1975611E-15  7.0510690E-16  4.1936974E-16  2.5246867E-16  1.5410846E-16  9.5516547E-17  5.9907384E-17
  9.4993536E-01  1.9037383E-05  4.4364698E-10  4.0554594E-11  4.0283141E-11  4.0016666E-11  3.9733863E-11  3.9393315E-11  3.8890110E-11  3.7994715E-11  3.6262489E-11  3.2912610E-11  2.8322248E-11  2.3643778E-11  1.9358068E-11  1.5624501E-11  1.2462070E-11  9.8381574E-12  7.6980009E-12  5.9711864E-12  4.5943875E-12  3.5088602E-12  2.6610811E-12  2.0045561E-12  1.4989061E-12  1.1109189E-12  8.1417267E-13  5.8804461E-13  4.1652711E-13  2.9121569E-13  1.9878264E-13  1.3211751E-13  8.5357416E-14  5.3613890E-14  3.2816392E-14  1.9657685E-14  1.1588278E-14  6.7629964E-15  3.9297599E-15  2.2847744E-15  1.3343767E-15  7.8531927E-16  4.6689865E-16  2.8098277E-16  1.7145382E-16  1.0622713E-16  6.6593750E-17
  9.4993350E-01  1.9311739E-05  4.6100623E-10  4.6564369E-11  4.6243982E-11  4.5927506E-11  4.5590110E-11  4.5181376E-11  4.4576646E-11  4.3509754E-11  4.1475914E-11  3.7606009E-11  3.2341767E-11  2.6988979E-11  2.2090616E-11  1.7825497E-11  1.4213956E-11  1.1218123E-11  8.7750462E-12  6.8042092E-12  5.2332050E-12  3.9948681E-12  3.0280080E-12  2.2794754E-12  1.7031305E-12  1.2610567E-12  9.2311083E-13  6.6577295E-13  4.7079406E-13  3.2855931E-13  2.2382607E-13  1.4844898E-13  9.5704552E-14  5.9990450E-14  3.6650984E-14  2.1919372E-14  1.2904477E-14  7.5232598E-15  4.3679976E-15  2.5379264E-15  1.4814810E-15  8.7153525E-16  5.1797350E-16  3.1161635E-16  1.9008075E-16  1.1772465E-16  7.3773401E-17
  9.4993163E-01  1.9597019E-05  4.7969395E-10  5.3248985E-11  5.2872302E-11  5.2498144E-11  5.2097453E-11  5.1609257E-11  5.0886403E-11  4.9621944E-11  4.7245605E-11  4.2794008E-11  3.6781524E-11  3.0681924E-11  2.5105879E-11  2.0253196E-11  1.6145477E-11  1.2738926E-11  9.9614529E-12  7.7213441E-12  5.9361269E-12  4.5293114E-12  3.4312201E-12  2.5813338E-12  1.9271472E-12  1.4255512E-12  1.0422979E-12  7.5067367E-13  5.2995947E-13  3.6919556E-13  2.5102199E-13  1.6614691E-13  1.0689450E-13  6.6873316E-14  4.0783322E-14  2.4353441E-14  1.4319510E-14  8.3399385E-15  4.8384367E-15  2.8095743E-15  1.6392772E-15  9.6399111E-16  5.7273038E-16  3.4444982E-16  2.1004154E-16  1.3004263E-16  8.1461009E-17
