  7.3136046E-15  1.1940654E-06  6.3413764E+04  4.2275843E+04  9.5596240E+03  1.6591403E+03  3.1317146-317  3.1317146-317  8.0617085E+06
  1.4627209E-14  2.3881308E-06  6.3413764E+04  4.2275843E+04  9.5596240E+03  1.6591403E+03  2.9498571E-04  3.1317146-317  8.0617085E+06
  2.1940812E-14  3.5821960E-06  6.3413764E+04  4.2275843E+04  9.5596240E+03  1.6591403E+03  5.8997274E-04  3.1317146-317  8.0617085E+06
  5.4102894E-14  8.8331812E-06  6.3413764E+04  4.2275843E+04  9.5596241E+03  1.6591403E+03  8.8496097E-04  3.1317146-317  8.0617085E+06
  8.6264976E-14  1.4084166E-05  6.3413764E+04  4.2275842E+04  9.5596241E+03  1.6591403E+03  2.1822209E-03  3.1317146-317  8.0617085E+06
  1.1842705E-13  1.9335151E-05  6.3413765E+04  4.2275842E+04  9.5596242E+03  1.6591403E+03  3.4795056E-03  3.1317146-317  8.0617085E+06
  1.5058913E-13  2.4586136E-05  6.3413765E+04  4.2275842E+04  9.5596242E+03  1.6591403E+03  4.7768141E-03  3.1317146-317  8.0617085E+06
  2.6294898E-13  4.2930717E-05  6.3413765E+04  4.2275842E+04  9.5596243E+03  1.6591403E+03  6.0741467E-03  3.1317146-317  8.0617085E+06
  3.7530882E-13  6.1275295E-05  6.3413765E+04  4.2275841E+04  9.5596244E+03  1.6591403E+03  1.0606793E-02  3.1317146-317  8.0617085E+06
  4.8766865E-13  7.9619874E-05  6.3413765E+04  4.2275840E+04  9.5596246E+03  1.6591403E+03  1.5139735E-02  3.1317146-317  8.0617085E+06
  6.0002849E-13  9.7964452E-05  6.3413766E+04  4.2275839E+04  9.5596248E+03  1.6591403E+03  1.9672969E-02  3.1317146-317  8.0617086E+06
  8.7988670E-13  1.4365588E-04  6.3413766E+04  4.2275838E+04  9.5596249E+03  1.6591403E+03  2.4206492E-02  3.1317146-317  8.0617086E+06
  1.1597449E-12  1.8934729E-04  6.3413767E+04  4.2275836E+04  9.5596254E+03  1.6591403E+03  3.5500416E-02  3.1317146-317  8.0617086E+06
  1.4396030E-12  2.3503871E-04  6.3413768E+04  4.2275834E+04  9.5596258E+03  1.6591403E+03  4.6796148E-02  3.1317146-317  8.0617086E+06
  1.7194613E-12  2.8073014E-04  6.3413769E+04  4.2275832E+04  9.5596262E+03  1.6591403E+03  5.8093673E-02  3.1317146-317  8.0617087E+06
  1.9993194E-12  3.2642155E-04  6.3413770E+04  4.2275829E+04  9.5596267E+03  1.6591403E+03  6.9392983E-02  3.1317146-317  8.0617087E+06
  2.5474033E-12  4.1590520E-04  6.3413771E+04  4.2275827E+04  9.5596271E+03  1.6591403E+03  8.0694062E-02  3.1317146-317  8.0617087E+06
  3.0954870E-12  5.0538882E-04  6.3413772E+04  4.2275823E+04  9.5596280E+03  1.6591403E+03  1.0283451E-01  3.1317146-317  8.0617088E+06
  3.6435709E-12  5.9487247E-04  6.3413774E+04  4.2275819E+04  9.5596288E+03  1.6591403E+03  1.2498177E-01  3.1317146-317  8.0617088E+06
  4.1916548E-12  6.8435612E-04  6.3413776E+04  4.2275815E+04  9.5596297E+03  1.6591403E+03  1.4713582E-01  3.1317146-317  8.0617089E+06
  4.7397387E-12  7.7383976E-04  6.3413777E+04  4.2275810E+04  9.5596305E+03  1.6591403E+03  1.6929663E-01  3.1317146-317  8.0617089E+06
  5.2878222E-12  8.6332334E-04  6.3413779E+04  4.2275806E+04  9.5596314E+03  1.6591403E+03  1.9146417E-01  3.1317146-317  8.0617090E+06
  6.1990093E-12  1.0120895E-03  6.3413781E+04  4.2275802E+04  9.5596323E+03  1.6591403E+03  2.1363839E-01  3.1317146-317  8.0617091E+06
  7.1101960E-12  1.1608556E-03  6.3413784E+04  4.2275795E+04  9.5596337E+03  1.6591403E+03  2.5052455E-01  3.1317146-317  8.0617092E+06
  8.0213832E-12  1.3096218E-03  6.3413787E+04  4.2275788E+04  9.5596352E+03  1.6591403E+03  2.8742922E-01  3.1317146-317  8.0617093E+06
  8.9325695E-12  1.4583879E-03  6.3413789E+04  4.2275780E+04  9.5596366E+03  1.6591403E+03  3.2435234E-01  3.1317146-317  8.0617094E+06
  9.8437567E-12  1.6071541E-03  6.3413792E+04  4.2275773E+04  9.5596381E+03  1.6591403E+03  3.6129380E-01  3.1317146-317  8.0617095E+06
  1.0754944E-11  1.7559203E-03  6.3413795E+04  4.2275766E+04  9.5596395E+03  1.6591403E+03  3.9825359E-01  3.1317146-317  8.0617096E+06
  1.1666131E-11  1.9046865E-03  6.3413798E+04  4.2275759E+04  9.5596410E+03  1.6591403E+03  4.3523163E-01  3.1317146-317  8.0617097E+06
  1.2940790E-11  2.1127954E-03  6.3413801E+04  4.2275752E+04  9.5596425E+03  1.6591403E+03  4.7222786E-01  3.1317146-317  8.0617098E+06
  1.4215450E-11  2.3209044E-03  6.3413805E+04  4.2275742E+04  9.5596446E+03  1.6591403E+03  5.2402204E-01  3.1317146-317  8.0617099E+06
